Mean_Intensity,Contrast,Correlation,Energy,Homogeneity,Entropy,Stage
148.30451110061406,57.64855318600051,0.9946222937977451,0.05430381432698255,0.338598901820306,5.1006559508956,FTC
148.20058837890625,81.26625342331769,0.9923949427415243,0.0518172313478884,0.3134553568720766,5.099791929217412,FTC
172.54416952707857,489.2199797508979,0.8263172869838815,0.054665140368192436,0.2857319855973321,4.644895571192317,FTC
133.33739501953124,544.6343701095461,0.7967493876579695,0.015152260809805116,0.11216000713779868,4.963153277069513,FTC
133.35841750841752,1174.8994216519068,0.6261214047027457,0.012827488638419567,0.08815835935261036,5.039737182254001,FTC
176.47703812457368,32.54285672373073,0.9659922840932842,0.10765591221680161,0.5081732806044623,3.9808068567370047,FTC
172.36230794733353,20.439019119743996,0.9888423652277175,0.059497358797207925,0.42087444445132954,4.451085885297285,FTC
172.36230794733353,20.439019119743996,0.9888423652277175,0.059497358797207925,0.42087444445132954,4.451085885297285,FTC
176.60973876953125,140.62958235524258,0.9407606910958533,0.043140123902961285,0.3178265724628532,4.638823090454878,FTC
176.61894998579143,34.95478401138835,0.9858046921191589,0.03583527932752754,0.28883012627957694,4.670877774185412,FTC
164.291435546875,98.78584702660407,0.9699646284911688,0.01730416040719931,0.1678798764811385,5.066399725317334,FTC
164.41020237569774,69.07505959050226,0.9793332316001379,0.018718902459089914,0.1935124922240908,5.072937544725116,FTC
176.87682861328125,288.9033866392801,0.7873357770788334,0.016170664048060206,0.10610791426775973,4.622128901959023,FTC
176.9283048540753,440.11966596116406,0.7346916923097163,0.01336623677647426,0.08174556619608817,4.737653645437823,FTC
186.8205322265625,549.9997408059468,0.7330439276432134,0.01486109657476589,0.107183685144595,4.837363959696422,FTC
186.82020374896507,279.2796141813873,0.8827986773564213,0.016609870730110988,0.13956110344740139,4.897125899359399,FTC
116.25524941576988,353.9256090654832,0.892161432823658,0.018878878830632474,0.15318368859408876,5.025564252037318,FTC
143.66995517151767,170.60889708777034,0.8903270972596976,0.02522914133674051,0.18235645894221472,4.6645841480137475,FTC
160.91606802919125,239.46209977534255,0.9156944255616717,0.03208479122302006,0.23889233392493361,4.817550045304316,FTC
170.58506881082724,339.3948745354751,0.9009395406676576,0.011950542788220726,0.10941773107818295,5.10692693809697,FTC
137.01894348114595,438.142832790144,0.8339168798148521,0.020304976535585783,0.150465384093946,4.925701390307702,FTC
180.48373070143447,126.61301264296648,0.9764972789554386,0.09963636451378266,0.31820539363613687,4.8315605175457454,FTC
180.48373070143447,126.61301264296648,0.9764972789554386,0.09963636451378266,0.31820539363613687,4.8315605175457454,FTC
174.72872012923676,249.3786735120592,0.9341026306342175,0.021447042423580934,0.17341540537979336,5.046858764593535,FTC
139.08389207650274,136.57492863007096,0.9775596768597854,0.014539740060125499,0.1855496668503818,5.366460068624076,FTC
136.8076416015625,88.77982198748045,0.9550561758238918,0.025620743475583595,0.2464188417823847,4.7609916329641075,FTC
136.82339935226707,378.11386386386386,0.8125723984145906,0.01627095778189512,0.10323485279357977,4.7942704533798,FTC
157.94977023033084,898.4644787765294,0.8389518025922764,0.008149248954787577,0.06155654360641638,5.324314334552803,FTC
157.9659912109375,1026.564329029734,0.7898835320439236,0.007974242829442327,0.05621470345470414,5.275544866743735,FTC
163.40610595703126,77.51048757824726,0.954569745164999,0.021806084449837032,0.20417969697797345,4.745084959790871,FTC
163.47538677918425,150.65975398808376,0.9141754159376329,0.01830878202545824,0.152489292168021,4.763973361116068,FTC
190.13773496554953,14.425716535169272,0.9587594807348726,0.052817413418013694,0.37168002187900095,3.94536269898499,FTC
190.0388916015625,11.846361502347419,0.9654446420984552,0.05556173070182235,0.39550156228273564,3.933883194602333,FTC
